1,0.443125402698826,2.95113208328495e-11,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45
0.443125402698826,1,9.12201149441312e-09,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45
2.95113208328495e-11,9.12201149441312e-09,1,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1,5.3352364005816e-42,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,5.3352364005816e-42,1,5.77417914853157e-37,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,5.77417914853157e-37,1,3.58912939436634e-27,2.76283085377057e-40,7.18654566741127e-43,1.55055474668545e-45,1.55055474668545e-45
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,3.58912939436634e-27,1,1.33611354641859e-15,1.67639747555023e-31,3.87940424502106e-41,7.18654566741127e-43
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,2.76283085377057e-40,1.33611354641859e-15,1,3.69639002637874e-12,3.63751945167077e-23,8.6551076443125e-34
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,7.18654566741127e-43,1.67639747555023e-31,3.69639002637874e-12,1,1.33473999429106e-06,4.47587049778881e-20
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,3.87940424502106e-41,3.63751945167077e-23,1.33473999429106e-06,1,1.2115549968971e-07
1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,1.55055474668545e-45,7.18654566741127e-43,8.6551076443125e-34,4.47587049778881e-20,1.2115549968971e-07,1
